continente,fator_risco,p7,IA21,EPG
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,0.0,0.0,0.0
Asia,1.1,2.147619047619048,0.0,0.0
Asia,1.1,2.461904761904762,0.0,0.0
Asia,1.1,2.619047619047619,0.0006246183541108974,0.0016359052131475883
Asia,1.1,3.090476190476191,0.0006477523672261158,0.002001863268236901
Asia,1.1,3.2738095238095237,0.0005552163147652421,0.0018176724590528758
Asia,1.1,3.430952380952381,0.0006014843409956789,0.002063664131844698
Asia,1.1,3.430952380952381,0.0008559584852630815,0.0029367528030097632
Asia,1.1,3.4309523809523816,0.0009484945377239553,0.0032542395925243333
Asia,1.1,3.4309523809523816,0.0010641646033000473,0.003651098079417544
Asia,1.1,3.1166666666666667,0.0011798346688761394,0.003677151384663968
Asia,1.1,2.7238095238095235,0.001041030590184829,0.0028355690361224865
Asia,1.1,2.6015873015873017,0.001041030590184829,0.0027083319639887855
Asia,1.1,2.624036281179139,0.0012029686819913577,0.0031566334666675725
Asia,1.1,2.3883219954648527,0.0012492367082217947,0.002983579507788221
Asia,1.1,2.2835600907029483,0.0012492367082217947,0.002852707090736414
Asia,1.1,1.71542822257108,0.00131863874756745,0.002262030122952986
Asia,1.1,1.4750920881172984,0.001434308813143542,0.0021157375821849516
Asia,1.1,1.380806373831584,0.0013880407869131053,0.0019166155657078235
Asia,1.1,1.3496272355095889,0.0013649067737978868,0.0018421153558491536
Asia,1.1,1.2014639702034664,0.0014111748000283234,0.0016954756778931122
Asia,1.1,1.091463970203466,0.0015731128918348525,0.0017169960425003237
Asia,1.1,0.9015830178225137,0.0017581849967566,0.001585149735266082
Asia,1.1,1.0925720288115248,0.0016887829574109448,0.001845117022000803
Asia,1.1,1.3171938775510206,0.0018507210492174737,0.0024377584350840573
Asia,1.1,1.6000510204081635,0.0017813190098718184,0.0028502012994178626
Asia,1.1,1.740357142857143,0.001711916970526163,0.002979346927633569
Asia,1.1,1.7089285714285716,0.0016887829574109448,0.002886009446861204
Asia,1.1,1.9289285714285713,0.0020589271672544394,0.003971523439407581
Asia,1.1,2.2235714285714288,0.0021977312459457495,0.0048868124061636565
Asia,1.1,2.3911904761904763,0.0019432571016783473,0.004646697874322772
Asia,1.1,2.2127871148459386,0.0019663911147935658,0.004351204921562744
Asia,1.1,1.945644257703081,0.001920123088563129,0.003735876461345956
Asia,1.1,1.8153810998083446,0.0018044530229870369,0.003275769913422699
Asia,1.1,1.9439525283797732,0.0019432571016783473,0.003777599556099573
Asia,1.1,1.7396668140940588,0.002243999272176187,0.003903811064656134
Asia,1.1,1.7396668140940588,0.002243999272176187,0.003903811064656134
Asia,1.1,1.5563334807607254,0.002267133285291405,0.003528415437246071
Asia,1.1,1.5147368421052634,0.0022902672984066235,0.003469152255165402
Asia,1.1,1.46890350877193,0.002243999272176187,0.0032962184045812583
Asia,1.1,1.4269139194139198,0.0021283292066000947,0.0030369425699928593
Asia,1.1,1.3376282051282053,0.002151463219715313,0.0028778578849871436
Asia,1.1,1.5694139194139196,0.0027529475607109915,0.004320514221196427
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,0.0,0.0,0.0
Africa,1.1,1.8857142857142857,0.0,0.0
Africa,1.1,1.8857142857142857,0.0,0.0
Africa,1.1,1.8857142857142857,0.010182033206518048,0.019200405475148317
Africa,1.1,1.8857142857142857,0.012172505863431349,0.0229538681996134
Africa,1.1,1.8857142857142857,0.012095949222780837,0.022809504248672435
Africa,1.1,1.2984126984126987,0.01071792969107163,0.013916296011581897
Africa,1.1,1.2984126984126987,0.01071792969107163,0.013916296011581897
Africa,1.1,1.2984126984126987,0.01071792969107163,0.013916296011581897
Africa,1.1,1.2984126984126987,0.01071792969107163,0.013916296011581897
Africa,1.1,1.2984126984126987,0.01071792969107163,0.013916296011581897
Africa,1.1,1.2984126984126987,0.013014628910586978,0.01689835944263516
Africa,1.1,1.2984126984126987,0.013014628910586978,0.01689835944263516
Africa,1.1,1.4384615384615387,0.011866279300829305,0.017069186378885232
Africa,1.1,1.4384615384615387,0.011866279300829305,0.017069186378885232
Africa,1.1,1.4384615384615387,0.011866279300829305,0.017069186378885232
Africa,1.1,1.4384615384615387,0.011866279300829305,0.017069186378885232
Africa,1.1,1.4384615384615387,0.011866279300829305,0.017069186378885232
Africa,1.1,1.4384615384615387,0.01355052539514056,0.01949190960685604
Africa,1.1,1.4384615384615387,0.01355052539514056,0.01949190960685604
Africa,1.1,1.3723809523809523,0.005971417970739907,0.008195060281748767
Africa,1.1,1.3723809523809523,0.005971417970739907,0.008195060281748767
Africa,1.1,1.3723809523809523,0.005971417970739907,0.008195060281748767
Africa,1.1,1.3723809523809523,0.005971417970739907,0.008195060281748767
Africa,1.1,1.3723809523809523,0.005971417970739907,0.008195060281748767
Africa,1.1,1.3723809523809527,0.007655664065051164,0.010506487540703551
Africa,1.1,1.3723809523809527,0.007655664065051164,0.010506487540703551
Africa,1.1,1.4142857142857146,0.005665191408137861,0.008012199277223549
Africa,1.1,1.4142857142857146,0.005665191408137861,0.008012199277223549
Africa,1.1,1.4142857142857146,0.005665191408137861,0.008012199277223549
Africa,1.1,1.4142857142857146,0.005665191408137861,0.008012199277223549
Africa,1.1,1.4142857142857146,0.005665191408137861,0.008012199277223549
Africa,1.1,1.4142857142857146,0.006890097658546048,0.009744566688515127
Africa,1.1,1.4142857142857146,0.006890097658546048,0.009744566688515127
Africa,1.1,1.3714285714285714,0.004593398439030698,0.0062995178592421
Africa,1.1,1.3714285714285714,0.004593398439030698,0.0062995178592421
Africa,1.1,1.3714285714285714,0.004593398439030698,0.0062995178592421
Africa,1.1,1.3714285714285714,0.004593398439030698,0.0062995178592421
Africa,1.1,1.3714285714285714,0.004593398439030698,0.0062995178592421
Africa,1.1,1.3714285714285714,0.007655664065051164,0.010499196432070167
Africa,1.1,1.3714285714285714,0.007655664065051164,0.010499196432070167
Africa,1.1,1.6500000000000001,0.005971417970739907,0.009852839651720848
Africa,1.1,1.6598214285714288,0.0060479746113904186,0.010038557859441776
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,0.0,0.0,0.0
Europa,1.1,2.7584605157226605,0.0,0.0
Europa,1.1,2.671680131927351,0.0,0.0
Europa,1.1,2.5094298349831767,0.394138250332139,0.9890622844915375
Europa,1.1,2.367066934725539,0.43798059503200615,1.0367293845516785
Europa,1.1,2.2539370870991577,0.43192828482091333,0.9735391801249847
Europa,1.1,2.1857315524581167,0.4195284297542843,0.9169765260671477
Europa,1.1,2.0165586276860723,0.44137579344310696,0.8900601643194831
Europa,1.1,1.8372669807947575,0.5153320718762163,0.946802599802723
Europa,1.1,1.6642314136698215,0.5159225411651034,0.8586145000273268
Europa,1.1,1.6490991385375462,0.5596172685427486,0.9228643554645815
Europa,1.1,1.5339275098320833,0.573198062187152,0.8792442761713136
Europa,1.1,1.4085085797056054,0.569950481098273,0.8027801426342549
Europa,1.1,1.3419375009986043,0.5452983882872365,0.7317563564767408
Europa,1.1,1.3129512579980553,0.5698028637760512,0.7481233868056609
Europa,1.1,1.351420775089583,0.6805158554423824,0.919663264822695
Europa,1.1,1.6112367260098286,0.7128440490089512,1.1485605116807722
Europa,1.1,1.6477702871173807,0.7143202222311688,1.177035637679604
Europa,1.1,1.6215037805147396,0.6920300065756808,1.1221292718921065
Europa,1.1,1.5121576498521534,0.6738730759424025,1.0190023268157051
Europa,1.1,1.753983770700356,0.7913764644309352,1.388061475126088
Europa,1.1,2.077367834706817,0.8161761745641933,1.6954981324937115
Europa,1.1,2.3618634338943596,0.8781754498973389,2.074130483656253
Europa,1.1,2.3618634338943596,0.9009085175194923,2.127822884813265
Europa,1.1,2.2407833875260366,0.9025323080639317,2.022379402615189
Europa,1.1,2.231027381331143,0.9110941127527947,2.032675912521089
Europa,1.1,2.2560198806626555,0.8693184105640324,1.9611996168585175
Europa,1.1,2.0314272020478943,0.8135190627642015,1.6526047534837072
Europa,1.1,2.2942640093686872,0.9059275064750326,2.0784368732027856
Europa,1.1,1.8617076183912438,1.0169357327858073,1.8932370011416195
Europa,1.1,1.4520309036686574,1.0511829515412592,1.5263501310475411
Europa,1.1,1.423121701098741,1.0708160553967552,1.523901566320074
